taxonID hash,scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,[OLD] introduction pathway [WILL BE DELETED],introduction pathway 1,introduction pathway 2,introduction pathway 3,date first observation,date last observation,source,occurrence remarks,native range,salinity zone,terrestrial,marine,freshwater,host,abundance,threat status,date added,added by,verified by
06b1921ec41577a8c4516c91837ea594,Caprella mutica,Animalia,Arthropoda,,Amphipoda,Caprellidae,Caprella,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling | Aquaculture / mariculture,hullFouling,aquacultureMariculture,aquacultureMariculture,1998,,"Cook EJ, Jahnke M, Kerckhof F, Minchin D, Faasse M, Boos K, Ashton G (2007) European expansion of the introduced amphipod Caprella mutica Schurin, 1935. Aquatic Invasions 2: 411–421, https://doi.org/10.3391/ai.2007.2.4.11",,NorthEast Asia,M,FALSE,TRUE,FALSE,,,,,,
64a2cbc71721e7abf43b95f5c312419b,Chelicorophium curvispinum,Animalia,Arthropoda,,Amphipoda,Corophiidae,Chelicorophium,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1990,,"Vercauteren T, Sablon S, Wouters K (2006) Exotische ongewervelden in vijvers en grachten van het Provinciaal Groendomein ‘Prinsenpark’. In: Retie: een eerste bilan. In: Nieuwborg H, Rijvers T (eds), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2004–2005, pp 27–39",,Ponto-Caspian,F/B,FALSE,FALSE,TRUE,,,,,,
942564e7445603c5a3c446bbf3ee31b2,Corbicula fluminalis,Animalia,Mollusca,,Venerida,Corbiculidae,Corbicula,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1992,,"Swinnen F, Leynen M, Sablon R, Duvivier L, Vanmaele R (1998) The Asiatic clam Corbicula (Bivalvia: Corbiculidae) in Belgium. Biologie 68: 47–53",,Asia,F,FALSE,FALSE,TRUE,,,,,,
b874beef91a87e42a7512e6d93de1b89,Corbicula fluminea,Animalia,Mollusca,,Venerida,Corbiculidae,Corbicula,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1992,,"Swinnen F, Leynen M, Sablon R, Duvivier L, Vanmaele R (1998) The Asiatic clam Corbicula (Bivalvia: Corbiculidae) in Belgium. Biologie 68: 47–53",,Asia,F,FALSE,FALSE,TRUE,,,,,,
5f77a478af2f3845a6ed9eae16cf63d3,Crangonyx pseudogracilis,Animalia,Arthropoda,,Amphipoda,Crangonyctidae,Crangonyx,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling,hullFouling,,,1992,,"Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129",,North America,F,FALSE,FALSE,TRUE,,,,,,
151b9f1f8474dc7154761d78ba5f67e9,Crassostrea gigas,Animalia,Mollusca,,Ostreoida,Ostreidae,Crassostrea,species,ICZN,Flanders,BE,present,introduced,established,Mariculture,aquacultureMariculture,,,1969,,Leloup E (1971) Recherches sur l'ostréiculture dans le bassin de chasse d'Ostende pendant l'année 1969. Bulletin de l'Institut Royal des Sciences Naturelles de Belgique = Mededelingen van het Koninklijk Belgisch Instituut voor Natuurwetenschappen 47(25): 1–16,,SouthEast Asia,B/M,FALSE,TRUE,FALSE,,,,,,
bd9b163269d78dbb5edb3882217bc6c8,Crepidula fornicata,Animalia,Mollusca,,Littorinimorpha,Calyptraeidae ,Crepidula,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling | Other means of transport,hullFouling,otherTransport,,1911,,"Adam W, Leloup E (1934) Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge. Bulletin du Musée royal d'Histoire naturelle de Belgique 10: 1–5",,North America,M,FALSE,TRUE,FALSE,,,,,,
168d9fe6e451a8310f9b3b0e37b6b449,Dendrocoelum romanodanubiale,Animalia,Platyhelminthes,,Seriata,Dendrocoelidae,Dendrocoelum,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,2001,,"Vercauteren T, De Smedt S, Warmoes T, Goddeeris B, Wouters K (2005) Drie nieuwe Ponto-Kaspische inwijkelingen dringen door tot in kanalen in de provincie Antwerpen: de zoetwaterpolychaet Hypania invalida (Grube, 1860) en, voor het eerst in België, de platworm Dendrocoelum romanodanubiale (Codreanu, 1949) en de Donaupissebed Jaera istri Veuille, 1979. In: Nieuwborg H (ed), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2003, pp 83–97",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
a0ee35fa9d567918867647b37c5d0100,Dikerogammarus villosus,Animalia,Arthropoda,,Amphipoda,Gammaridae,Dikerogammarus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1997,,"Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39",,Ponto-Caspian,F/B,FALSE,FALSE,TRUE,,,,,,
6843328975affdc8b983f211bb60e6a4,Dreissena polymorpha,Animalia,Mollusca,,Venerida,Dreissenidae,Dreissena,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1834,,"Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
f819de76c438275936f0bc283d53056a,Dreissena rostriformis bugensis,Animalia,Mollusca,,Venerida,Dreissenidae,Dreissena,subspecies,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,2009,,"Sablon R, Vercauteren T, Jacobs P (2010b) De quaggamossel (Dreissena rostriformis bugensis (Andrusov, 1897)), een recent gevonden invasieve zoetwatermossel in Vlaanderen. ANTenne 4: 32–36",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
ab92678a9e8f6b9f4997829e12d52318,Dugesia tigrina,Animalia,Platyhelminthes,,Seriata,Dugesiidae,Dugesia,species,ICZN,Flanders,BE,present,introduced,established,Other means of transport,otherTransport,,,2004,,"Vercauteren T, Sablon S, Wouters K (2006) Exotische ongewervelden in vijvers en grachten van het Provinciaal Groendomein ‘Prinsenpark’. In: Retie: een eerste bilan. In: Nieuwborg H, Rijvers T (eds), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2004–2005, pp 27–39",,North America,F,FALSE,FALSE,TRUE,,,,,,
24d08291b1402cb932dc57a976620268,Echinogammarus berilloni,Animalia,Arthropoda,,Amphipoda,Gammaridae,Echinogammarus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1925,,"Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129",,South Europe,F,FALSE,FALSE,TRUE,,,,,,
78b7dd71b7f4d54200f0ea10d3b232de,Echinogammarus trichiatus,Animalia,Arthropoda,,Amphipoda,Gammaridae,Echinogammarus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,2009,,"Boets P, Lock K, Tempelman D, Van Haaren T, Platvoet D, Goethals PLM (2012c) First occurrence of the Ponto-Caspian amphipod Echinogammarus trichiatus (Martynov, 1932) (Crustacea: Gammaridae) in Belgium. BioInvasions Records 1: 115–120, https://doi.org/10.3391/bir.2012.1.2.06",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
f5b987f1e2bb2297e53f246b5313075e,Ensis directus,Animalia,Mollusca,,Euheterodonta,Pharidae,Ensis,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water | Other means of transport,ballastWater,otherTransport,,1987,,"Kerckhof F, Dumoulin E (1987) Eerste vondsten van de Amerikaanse zwaardschede Ensis directus (Conrad, 1843) langs de Belgische kust. De Strandvlo 7: 51–52",,North America,M,FALSE,TRUE,FALSE,,,,,,
563893a5246109760d8b15c5692dab7f,Eriocheir sinensis,Animalia,Arthropoda,,Decapoda,Varunidae,Eriocheir,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1933,,"Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129",,Southeast Asia,F/B,FALSE,FALSE,TRUE,,,,,,
73f271d93128a4e566e841ea6e3abff0,Ferrissia fragilis,Animalia,Mollusca,,Pulmonata,Planorbidae,Ferrissia,species,ICZN,Flanders,BE,present,introduced,established,Pet/aquarium/terrarium species (including live food for such species ),pet,,,1937,,"Van Goethem JL, Sablon R (1986) Ferrissia wautieri (Mirolli, 1960), a freshwater limpet new to Belgium (Mollusca, Gastropoda, Ancylidae). Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen: Biologie 56:155–157",,North Africa,F,FALSE,FALSE,TRUE,,,,,,
a86b04510e47d6273d8c69275f738d60,Ficopomatus enigmaticus,Animalia,Annelida,,Sabellida,Serpulidae,Ficopomatus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water | Ship/boat hull fouling,ballastWater,hullFouling,,1950,,"Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12",,Asia,F/B,FALSE,FALSE,TRUE,,,,,,
ea39ba23a29363410ea753eef1267d49,Gammarus roeseli,Animalia,Arthropoda,,Amphipoda,Gammaridae,Gammarus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1937,,Collection RBINS,,South Europe,F,FALSE,FALSE,TRUE,,,,,,
88d79edc97d544cd21a0923c87025404,Gammarus tigrinus,Animalia,Arthropoda,,Amphipoda,Gammaridae,Gammarus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1991,,"Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39",,North America,F/B,FALSE,FALSE,TRUE,,,,,,
b557e6ee22bcbca0621096f94b9eab42,Hemigrapsus sanguineus,Animalia,Arthropoda,,Decapoda,Varunidae,Hemigrapsus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2006,,"Nuyttens F, Versele G, Loones MA (2006) De aanwezigheid van de penseelkrab Hemigrapsus takanoi en de blaasjeskrab Hemigrapsus sanguineus in NieuwpoortBad. De strandvlo 26: 114–115",,North America,M,FALSE,TRUE,FALSE,,,,,,
cab81fa3e1a46a4562e219a0e4977d83,Hemigrapsus takanoi,Animalia,Arthropoda,,Decapoda,Varunidae,Hemigrapsus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2003,,"Dumoulin E (2004) Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. De Strandvlo 24(1): 5-35",,North America,M,FALSE,TRUE,FALSE,,,,,,
c85e7a3a9882c02b8c484c9d674d8a18,Hemimysis anomala,Animalia,Arthropoda,,Mysida,Mysidae,Hemimysis,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water | Other means of transport,ballastWater,otherTransport,,1999,,"Verslycke T, Janssen C, Lock K, Mees J (2000) First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology 130: 157–158",,Ponto-Caspian,F/B,FALSE,FALSE,TRUE,,,,,,
771544745a06d6420acf65d4caf558d3,Hypania invalida,Animalia,Annelida,,Terebellida,Ampharetidae,Hypania,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling,hullFouling,,,2000,,"Vercauteren T, De Smedt S, Warmoes T, Goddeeris B, Wouters K (2005) Drie nieuwe Ponto-Kaspische inwijkelingen dringen door tot in kanalen in de provincie Antwerpen: de zoetwaterpolychaet Hypania invalida (Grube, 1860) en, voor het eerst in België, de platworm Dendrocoelum romanodanubiale (Codreanu, 1949) en de Donaupissebed Jaera istri Veuille, 1979. In: Nieuwborg H (ed), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2003, pp 83–97",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
2915e4154ca346f95081f7a49c89ff44,Incisocalliope aestuarius,Animalia,Arthropoda,,Amphipoda,Pleustidae,Incisocalliope,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1996,,"Faasse M, Van Moorsel G (2003) The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). Aquatic Ecology 37: 13–22, https://doi.org/10.1023/A:1022120729031",,North America,B/M,FALSE,TRUE,FALSE,,,,,,
bd73d8330e885cddd5bbe6c8138abdc3,Jaera istri,Animalia,Arthropoda,,Isopoda,Janiridae,Jaera,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,2000,,"Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
3978a92354724ef73a33fd372023fcb2,Laonome calida,Animalia,Annelida,,Sabellida,Sabellidae,Laonome,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2014,,"Boets P, Brosens D, Lock K, Adriaens T, Aelterman B, Mertens J & Goethals P. 2016. Alien macroinvertebrates in Flanders (Belgium). Aquatic Invasions 11 (2): 131–144. https://doi.org/10.3391/ai.2016.11.2.03",,Australia,F/B,FALSE,FALSE,TRUE,,,,,,
67189cebf64e76770c12395f500dd57d,Limnodrilus cervix,Animalia,Annelida,,Tubficida,Tubificidae,Limnodrilus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2009,,"Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, https://doi.org/10.3391/ai.2013.8.1.04",based on reference,North America,F,FALSE,FALSE,TRUE,,,,,,
e0ca4b984209f1276cc9c9d9ed8d1c2a,Limnomysis benedeni,Animalia,Arthropoda,,Mysida,Mysidae,Limnomysis,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,2005,,"Lock K, Van Wichelen J, Packet J, Simoens I, Van Looy K, Louette G, Warmoes T, Denys L (2007) Bepalen van het maximaal en het goed ecologisch potentieel, alsook de huidige toestand, voor een aantal Vlaamse (gewestelijke) waterlichamen die vergelijkbaar zijn met de categorie meren - Deel I. Report Institute of Nature Conservation 2007/51, Brussels",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
d30825c114838fe344aaf93e75d6d5bd,Lithoglyphus naticoides,Animalia,Mollusca,,Neotaenioglossa,Hydrobiidae,Lithoglyphus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1924,,"Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
39ed57053da56ec1a35d91ba054ed65a,Marenzelleria neglecta,Animalia,Annelida,,Spionida,Spionidae,Marenzelleria,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2008,,"Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, https://doi.org/10.3391/ai.2013.8.1.04",,North America,B,FALSE,TRUE,TRUE,,,,,,
e9666c346f1d57a5c70f3565b265c7a6,Marenzelleria viridis,Animalia,Annelida,,Spionida,Spionidae,Marenzelleria,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1995,,"Ysebaert T, Meire P, De Block M, De Regge N, Soors J (1997) A first record of Marenzelleria viridis (Verril, 1873) (Polychaeta, Spionidae) in the Schelde estuary (Belgium). Biologisch Jaarboek (Dodonaea) 64: 176–181",,North America,B,FALSE,TRUE,TRUE,,,,,,
b5f3e66d5b03794efd0d0f4e1bf5006f,Megabalanus coccopoma,Animalia,Arthropoda,,Sessilia,Balanidae,Megabalanus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling,hullFouling,,,1997,,"Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, https://doi.org/10.1007/BF03043033",,South America,M,FALSE,TRUE,FALSE,,,,,,
3db73d0aa90d26487c229ea067087531,Megabalanus tintinnabulum,Animalia,Arthropoda,,Sessilia,Balanidae,Megabalanus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling,hullFouling,,,1998,,"Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, https://doi.org/10.1007/BF03043033",,West Africa | Indo-Pacific,M,FALSE,TRUE,FALSE,,,,,,
c1fb49c5a5db07379fbee670706c39f7,Melita nitida,Animalia,Arthropoda,,Amphipoda,Melitidae,Melita,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1996,,"Faasse M, Van Moorsel G (2003) The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). Aquatic Ecology 37: 13–22, https://doi.org/10.1023/A:1022120729031",,North America,M,FALSE,TRUE,FALSE,,,,,,
15e890b3c78f52beed30d155c9eb7010,Menetus dilatatus,Animalia,Mollusca,,Pulmonata,Planorbidae,Menetus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1998,,"Sablon R, Vercauteren T, Lammens S, Ghyselbrecht E (2010a) Freshwater Molluscs introduced in Belgium in the last two Decades – Abstracts of the World Congress of Malacology, Phuket, Thailand, 18–24 July 2010, p 353",,North America,F,FALSE,FALSE,TRUE,,,,,,
b8ff6e65b73e4723ed65c205e13fb38a,Mercenaria mercenaria,Animalia,Mollusca,,Venerida,Veneridae,Mercenaria,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1933,,"Vandepitte L, De Poorter D, Lescrauweart A-N, Fockedey N, Mees J (2012) Niet-inheemse soorten van het Belgisch deel van de Noordzee en aanpalende estuaria. VLIZ Special publication 59. Vlaams Instituut voor de Zee (VLIZ): Oostende België, 372 pp",assumed ballast water was pathway for Belgium as no mariculture on our coast,North America,M,FALSE,TRUE,FALSE,,,,,,
2aedcef1f03b604ebf88f203168046d6,Monocorophium sextonae,Animalia,Arthropoda,,Amphipoda,Corophiidae,Monocorophium,species,ICZN,Flanders,BE,present,introduced,established,"Ship/boat ballast water | Contaminant on animals (except parasites, species transported by host/vector)",ballastWater,contaminantOnAnimals,,1993,,"Dewicke A (2002) Hyperbenthic communities of the North Sea. PhD Thesis. Universiteit Gent (RUG): Gent, 219 pp Dumortier M, De Bruyn L, Hens M, Peymen J, Schneiders A, Van Daele T, Van Reeth W (2007) Biodiversity Indicators 2007. State of Nature in Flanders (Belgium). Research Institute for Nature and Forest, Brussels, Belgium",,New Zealand,B/M,FALSE,TRUE,FALSE,,,,,,
5a7d3a2d0f5058bef64c0e463c16f835,Monopylephorus limosus,Animalia,Annelida,,Tubficida,Tubificidae,Monopylephorus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2002,,"Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, https://doi.org/10.3391/ai.2013.8.1.04",based on reference,Asia,F,FALSE,FALSE,TRUE,,,,,,
f2239006490388724956837aebca1507,Mya arenaria,Animalia,Mollusca,,Myoida,Myidae,Mya,species,ICZN,Flanders,BE,present,introduced,established,"Ship/boat hull fouling | Ship/boat ballast water | Contaminant on animals (except parasites, species transported by host/vector)",hullFouling,ballastWater,contaminantOnAnimals,1700,,"Kerckhof F, Haelters J, Gollasch S (2007) Alien species in the marine and brackish ecosystem: the situation in Belgian waters. Aquatic Invasions 2: 243–257, https://doi.org/10.3391/ai.2007.2.3.9",considered transport with oyster lots as 'Contaminant on animals'; first occurrence before 1700,North America,M,FALSE,TRUE,FALSE,,,,,,
